Strefa (AB);Zakres (number);Operator (nazwa);Operator (ID);Strefa (nazwa);Strefa (symbol);Obszar numeracyjny;Data modyfikacji
48;483353;Orange Polska S.A.;1;RADOM;SN-RA;;2016-06-23 12:15
48;4834(2,6-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2019-08-17 12:15
48;48340(0,1-6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48340(7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48341(0,1-5);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48341(6,7);Multimedia Polska Biznes S.A.;11221;RADOM;SN-RA;CA£A SN;2017-10-31 12:15
48;483418;ITH Sp. Z o.o.;12635;RADOM;SN-RA;CA£A SN;2023-06-10 12:46
48;483419;FASTAR Sp. z o.o.;12967;RADOM;SN-RA;CA£A SN;2021-03-17 12:15
48;48343;T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2018-04-11 12:15
48;48344(0,1-3,6-9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483444;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483445;Telnyx Ireland Limited;13021;RADOM;SN-RA;CA£A SN;2022-03-01 12:15
48;48345(0-3,6,9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2017-03-16 12:15
48;483454;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2023-03-29 12:46
48;483455;Rezerwa techniczna;99992;RADOM;SN-RA;CA£A SN;2023-07-15 12:45
48;483457;P4 Sp. z o.o. (d. 3S S.A.);4408;RADOM;SN-RA;CA£A SN;2018-10-12 12:15
48;483458;Globitel Sp. z o.o.;7243;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48348(0-2,4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2019-08-17 12:15
48;483483;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2020-04-10 12:15
48;4836(0,1-3,6,8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48364(0,1-7,9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483648;P4 Sp. z o.o. (d. 3S S.A.);4408;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48365(0,1-7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483658;INET CENTRUM Sp. z o.o. ;5069;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483659;OXYLION S.A.;9891;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48367(0,2,4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48367(1,3);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48369(0,8-9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48369(1-7);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4837(1-4);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48370;T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2018-04-11 12:15
48;48375(0,1,5-8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48375(2-4,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48376(0,2-5,7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48376(1,6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48377(4,7);Netia S.A.;6;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483770;Flexcom Sp. z o.o.;11973;RADOM;SN-RA;CA£A SN;2022-02-19 12:15
48;483771;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483772;IPTELL Sp. z o.o.;7201;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483773;TARTEL Sp. z o.o.;7269;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483775;FREELY Sp. z o.o.;13143;RADOM;SN-RA;CA£A SN;2022-03-11 12:15
48;483776;Nettelekom GK Sp. z o.o.;9896;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483778;KORBANK S.A.;9294;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483779;Naukowa i Akademicka Sieæ Komputerowa - Pañstwowy Instytut Badawczy;59;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48378;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48379(1-5);TK Telekom Sp. z o.o.;7;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48379(6-8);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483790;Flexcom Sp. z o.o.;11973;RADOM;SN-RA;CA£A SN;2022-02-19 12:15
48;483799;Janicki Przemys³aw "NET-KONT@KT";5009;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48380(0,1-3,5);EXATEL S.A.;18;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483804;SYNTELL S.A.;10628;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483806;Vectra S.A.;5568;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483807;T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2018-04-11 12:15
48;483808;TARTEL Sp. z o.o.;7269;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483809;VOXNET Sp. z o.o. Sp. k.;728;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48381(0-7,9);Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2018-06-27 12:15
48;483818;GIGA KOMPUTER Ilona Skupieñ;6953;RADOM;SN-RA;CA£A SN;2018-06-27 12:15
48;48382(3-7);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;RADOM;SN-RA;CA£A SN;2017-07-13 12:15
48;483820;ENTER T&T Sp. z o.o.;10688;RADOM;SN-RA;CA£A SN;2018-08-03 12:15
48;483821;Netia S.A.;6;RADOM;SN-RA;CA£A SN;2018-06-19 12:15
48;483822;Netia S.A.;6;RADOM;SN-RA;CA£A SN;2018-03-01 12:15
48;483828;Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2018-08-03 12:15
48;483829;DIDWW Ireland Limited;12132;RADOM;SN-RA;CA£A SN;2018-10-19 12:15
48;48383(2,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48383(3-5);Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48383(7,8);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2018-03-01 12:15
48;483830;Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483831;FIRMA HANDLOWO-US£UGOWA "MULTIFOX" Rojek Arkadiusz;339;RADOM;SN-RA;CA£A SN;2018-06-08 12:15
48;483836;Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2018-03-01 12:15
48;48384(0,2-9);Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2018-03-01 12:15
48;483841;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2023-01-06 12:45
48;48385(0-1,3,5,7-8);Hyperion S.A.;329;RADOM;SN-RA;CA£A SN;2018-09-26 12:15
48;483852;Przedsiêbiorstwo Teleinformatyczne MESKO-NET Sp. z o.o.;2237;RADOM;SN-RA;CA£A SN;2018-09-26 12:15
48;483854;Netia S.A.;6;RADOM;SN-RA;CA£A SN;2018-06-19 12:15
48;483856;SQS POLSKA S. Wysokiñski;8836;RADOM;SN-RA;CA£A SN;2018-07-04 12:15
48;483859;P4 Sp. z o.o. (d. 3S S.A.);4408;RADOM;SN-RA;CA£A SN;2020-05-15 12:15
48;48386(1,2,4,7);EXATEL S.A.;18;RADOM;SN-RA;;2015-11-14 12:15
48;48386(3,5,6);EXATEL S.A.;18;RADOM;SN-RA;;2017-10-28 12:15
48;483860;Softblue S.A.;12915;RADOM;SN-RA;CA£A SN;2021-01-15 12:15
48;483868;Aiton Caldwell S.A.;8085;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483869;Vectra S.A.;5568;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48387(0,7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48387(1-6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48388;T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2018-04-11 12:15
48;48389(0,3,5,7);T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48389(1,2,4,8,9);EXATEL S.A.;18;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483896;Vectra S.A.;5568;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486(3,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2019-08-17 12:15
48;4860(1-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48600(1-5,7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2020-01-22 12:15
48;486000;P4 Sp. z o.o.;92;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486006;LoVo Sp. z o.o. Spó³ka komandytowa;10664;RADOM;SN-RA;CA£A SN;2020-01-22 12:15
48;48610(0,1-7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486108;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2020-07-23 12:15
48;486109;TOYA Sp. z o.o.;127;RADOM;SN-RA;CA£A SN;2021-09-21 12:15
48;48611(0,2,3,7-9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48611(1,4,6);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486115;ENEA Wytwarzanie S.A.;26;RADOM;SN-RA;Kozienice;2015-07-20 12:57
48;48612;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48613(0,1-7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48613(8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48614(0,2-9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486141;ENEA Wytwarzanie S.A.;26;RADOM;SN-RA;Kozienice;2015-07-20 12:57
48;48615(0,1-3,6,7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48615(4,5,8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48616(0,1-5,7,8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486166;Dialoga Servicios Interactivos S.A.;10930;RADOM;SN-RA;;2015-10-30 12:15
48;486169;Voice Net Sp. z o.o.;12749;RADOM;SN-RA;;2024-02-20 12:45
48;48617(0,1,4-8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48617(2,3,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48618(0,1-7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48618(8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48619(0,1,2,5-8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48619(3,4,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4862(0,5,6);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48621(0,1,4-9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48621(2,3);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48622(0,1);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48622(2-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48623(0,1,3,5-9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48623(2,4);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48624(0,1,2,7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48624(4-6,8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486243;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48627(1,2);Aiton Caldwell S.A.;8085;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48627(4,5);Vectra S.A.;5568;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486270;Vectra S.A.;5568;RADOM;SN-RA;Radom;2015-07-20 12:57
48;486273;KORBANK-MEDIA CYFROWE Sp. z o.o.;6729;RADOM;SN-RA;CA£A SN;2016-07-22 12:15
48;486276;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2023-11-04 12:45
48;486277;Softblue S.A.;12915;RADOM;SN-RA;CA£A SN;2023-11-04 12:45
48;486278;Vectra S.A.;5568;RADOM;SN-RA;Grójec;2015-07-20 12:57
48;486279;Vectra S.A.;5568;RADOM;SN-RA;Warka;2015-07-20 12:57
48;48628(0,6,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48628(1,2);Vectra S.A.;5568;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48628(3-5,7,8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48629(0,1,2);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48629(3-6);Vectra S.A.;5568;RADOM;SN-RA;Radom;2015-07-20 12:57
48;48629(7-9);Vectra S.A.;5568;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4864(0-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2019-08-17 12:15
48;48648(0,7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2020-01-11 12:16
48;48648(1-5);Belgacom International Carrier Services SA/NV;12051;RADOM;SN-RA;CA£A SN;2020-01-11 12:16
48;486486;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2020-04-10 12:15
48;4865(0,3-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48651(0,2-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486511;TK Telekom Sp. z o.o.;7;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48652;T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48660(0,5-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48660(1-4);T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48661(0,1-6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48661(7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48662(0,1,3-6,8-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48662(2,7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48663(0,1,6-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48663(2,4-5);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;486633;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;48664;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;48665(0,1);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48665(2-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48666(0,1,2);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48666(3-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48667(0-8);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;486679;AMS SYSTEM Sp. z o.o.;7006;RADOM;SN-RA;CA£A SN;2017-05-31 12:15
48;48668(0-3,6-7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;48668(4,5);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2016-06-24 12:15
48;486688;Debesis Sp. z o.o.;10138;RADOM;SN-RA;;2016-06-24 12:15
48;486689;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;48669(0,1);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48669(2-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48670;Netia S.A.;6;RADOM;SN-RA;CA£A SN;2021-06-10 12:16
48;48671(0,3-4,6-7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;48671(2,8-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2020-10-03 12:15
48;486711;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2016-07-09 12:15
48;486715;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2020-10-03 12:15
48;48672(0-1,4-5,7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2017-03-16 12:15
48;48672(2,3,6,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486728;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2017-03-16 12:15
48;48673(0,1,2,7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48673(3-6,8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48674(0,1-6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48674(7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48675(0,1-5,7);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48675(6,8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48676;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48677(0,2-6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486771;CLUDO Sp z o.o.;10056;RADOM;SN-RA;CA£A SN;2019-02-01 12:15
48;486777;Galena Sp. z o.o.;66;RADOM;SN-RA;CA£A SN;2022-04-16 12:15
48;486778;LoVo Sp. z o.o. Spó³ka komandytowa;10664;RADOM;SN-RA;CA£A SN;2020-07-04 12:15
48;486779;GIGA KOMPUTER Ilona Skupieñ;6953;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48678(0,1-5);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48678(6-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48679(0-7);Netia S.A.;6;RADOM;SN-RA;CA£A SN;2021-06-10 12:16
48;48679(8,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2021-06-10 12:16
48;4868(0,3,4,6-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48681(0,2-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486811;Netia S.A.;6;RADOM;SN-RA;CA£A SN;2020-04-30 12:15
48;48682(0-1);Netia S.A.;6;RADOM;SN-RA;CA£A SN;2021-06-10 12:16
48;48682(2-4);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2021-06-10 12:16
48;48682(5-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48685(5,9);Netia S.A.;6;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48685(6-8);T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2018-04-11 12:15
48;486850;LoVo Sp. z o.o. Spó³ka komandytowa;10664;RADOM;SN-RA;CA£A SN;2020-07-04 12:15
48;486851;Peoplefone Polska S.A.;7317;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486852;Intelligent Technologies S.A.;748;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;486853;INEA Sp. z o o.;13009;RADOM;SN-RA;CA£A SN;2021-08-07 12:15
48;486854;VARS Sp. z o.o.;3274;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;488(1-3,5-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2018-03-15 12:15
48;4880(0,6-9);Rezerwa techniczna;99992;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4880(3-5);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48801(1-9);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;488010;Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2019-07-03 12:15
48;48802(0,3);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2019-07-03 12:15
48;48802(2,4-6);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2017-07-05 12:15
48;48802(8,9);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;488021;Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2018-09-06 12:15
48;488027;Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2018-01-16 12:15
48;4884(0-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2018-03-15 12:15
48;48848(0-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2018-03-15 12:15
48;488488;SUDER Sp. z o.o.;10822;RADOM;SN-RA;CA£A SN;2018-03-15 12:15
48;4888(0,1-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48888(2-7,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;488880;VOXBONE SA;7575;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;488881;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;488888;Polkomtel Sp. z o.o.;3;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;489(0,1-7);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;489(8,9);Rezerwa techniczna;99992;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
52;52(2,4,6,7);Rezerwa regulacyjna;99991;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;521(0,1-8);Rezerwa regulacyjna;99991;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;5219;Rezerwa techniczna;99992;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;5230(1,5,6,9);Rezerwa Prezesa UKE;99990;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;5230(2,3);Orange Polska S.A.;1;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;52300(4-8);Belgacom International Carrier Services SA/NV;12051;BYDGOSZCZ;SN-BY;CA£A SN;2020-01-11 12:16
52;523000;INEA Sp. z o o.;13009;BYDGOSZCZ;SN-BY;CA£A SN;2021-08-07 12:15
52;523001;Belgacom International Carrier Services SA/NV;12051;BYDGOSZCZ;SN-BY;CA£A SN;2017-07-12 12:15
52;523002;Globitel Sp. z o.o.;7243;BYDGOSZCZ;SN-BY;CA£A SN;2018-03-08 12:15
52;523003;P4 Sp. z o.o.;92;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;523009;FREELY Sp. z o.o.;13143;BYDGOSZCZ;SN-BY;CA£A SN;2022-03-11 12:15
52;52304(0,8-9);Vectra S.A.;5568;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;52304(1-5);Orange Polska S.A.;1;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;523046;BTK GAWEX Sp. J.;1794;BYDGOSZCZ;SN-BY;Bydgoszcz;2015-07-20 12:57
52;523047;VOXBONE SA;7575;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;52307(0,6-9);P4 Sp. z o.o.;92;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;52307(1-5);Rezerwa Prezesa UKE;99990;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;52308(0,8-9);Vectra S.A.;5568;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;52308(1,3-7);Rezerwa Prezesa UKE;99990;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;523082;Orange Polska S.A.;1;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;5231(0,2,4,7,9);Rezerwa Prezesa UKE;99990;BYDGOSZCZ;SN-BY;;2015-10-13 12:15
52;52311(0,8-9);Rezerwa Prezesa UKE;99990;BYDGOSZCZ;SN-BY;;2020-07-16 12:15
52;52311(2-4);T-MOBILE POLSKA S.A.;4;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;523111;SLICAN Sp. z o.o.;10012;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
52;523115;e-Telko Sp. z o.o.;11564;BYDGOSZCZ;SN-BY;;2017-04-19 12:15
52;523116;SLICAN Sp. z o.o.;10012;BYDGOSZCZ;SN-BY;;2020-05-13 12:15
52;523117;SLICAN Sp. z o.o.;10012;BYDGOSZCZ;SN-BY;;2020-07-16 12:15
52;52313(0,5-9);Rezerwa Prezesa UKE;99990;BYDGOSZCZ;SN-BY;;2021-01-12 12:15
52;52313(1-3);Orange Polska S.A.;1;BYDGOSZCZ;SN-BY;;2015-10-13 12:15
52;523134;TOYA Sp. z o.o.;127;BYDGOSZCZ;SN-BY;;2021-01-12 12:15
52;52315(0,1-3,5,7-9);Orange Polska S.A.;1;BYDGOSZCZ;SN-BY;CA£A SN;2015-07-20 12:57
