Strefa (AB);Zakres (number);Operator (nazwa);Operator (ID);Strefa (nazwa);Strefa (symbol);Obszar numeracyjny;Data modyfikacji
44;44788(2-6);T-MOBILE POLSKA S.A.;4;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:55
44;44788(8,9);EXATEL S.A.;18;PIOTRKÓW TRYBUNALSKI;SN-PT;;2015-11-13 12:15
44;447887;Vectra S.A.;5568;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:55
44;44789(1-4,6);EXATEL S.A.;18;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-06-29 12:15
44;44789(8,9);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2017-09-30 12:15
44;447890;OXYLION S.A.;9891;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:55
44;447895;Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-06-29 12:15
44;447897;VOXNET Sp. z o.o. Sp. k.;728;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;4479(0-8);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2022-10-01 12:20
44;44799(0-8);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2022-10-01 12:20
44;447999;MEDIDESK Sp. z o.o.;12669;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2022-10-01 12:20
44;448(1-3,5-7,9);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-08-17 12:15
44;4480(0,6-9);Rezerwa techniczna;99992;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;4480(3-5);Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;44801(0-2);Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-07-03 12:15
44;44801(3,4,6-9);Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2018-01-16 12:15
44;448015;Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2018-09-06 12:15
44;44802(0,1-5,7-9);Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;448026;Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2018-01-16 12:15
44;4484(0-3,5-9);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-08-17 12:15
44;44844(0-3,5-7,9);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-09-05 12:15
44;448444;POLTEL Sp. z o.o.;13246;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2023-02-02 12:45
44;448448;Telfon Poland Sp. z o.o.;12517;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2019-08-17 12:15
44;4488(0,1-7,9);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;44888(0,3-7,9);Rezerwa Prezesa UKE;99990;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2021-04-27 12:15
44;448881;VOXBONE SA;7575;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;448882;VOXBONE SA;7575;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2021-04-27 12:15
44;448888;Polkomtel Sp. z o.o.;3;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;449(0,1-7);Rezerwa regulacyjna;99991;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
44;449(8,9);Rezerwa techniczna;99992;PIOTRKÓW TRYBUNALSKI;SN-PT;CA£A SN;2015-07-20 12:56
46;46(2,5-7);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;461(0,1-8);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4619;Rezerwa techniczna;99992;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;463(2,5-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2019-08-17 12:15
46;4630(2,4-5);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2023-06-22 12:45
46;46300;Polkomtel Sp. z o.o.;3;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46301(1-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2022-11-16 12:50
46;463010;INEA Sp. z o o.;13009;SKIERNIEWICE;SN-SK;CA£A SN;2022-11-16 12:50
46;46303;INEA Sp. z o o.;13009;SKIERNIEWICE;SN-SK;CA£A SN;2023-06-22 12:45
46;46306(1-6,8-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2019-06-22 12:15
46;463060;EXATEL S.A.;18;SKIERNIEWICE;SN-SK;CA£A SN;2019-06-22 12:15
46;463067;SLICAN Sp. z o.o.;10012;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46307(1-5);Belgacom International Carrier Services SA/NV;12051;SKIERNIEWICE;SN-SK;CA£A SN;2020-01-11 12:16
46;46307(6-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2020-01-11 12:16
46;463070;P4 Sp. z o.o.;92;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46308(0,1,3-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;463082;Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46309;T-MOBILE POLSKA S.A.;4;SKIERNIEWICE;SN-SK;CA£A SN;2018-04-11 12:15
46;4631(1-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46310(1-3);T-MOBILE POLSKA S.A.;4;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46310(4-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;463100;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2022-07-01 12:15
46;4633(0-2,4-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2017-06-01 12:15
46;46333(0-2,4-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2017-06-01 12:15
46;463333;POLTEL Sp. z o.o.;13246;SKIERNIEWICE;SN-SK;CA£A SN;2023-02-02 12:45
46;4634(0-5,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2019-08-17 12:15
46;46346(0-2,4-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2019-08-17 12:15
46;463463;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2020-04-10 12:15
46;464(1-3,5,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4640(1-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46400(1-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;464000;P4 Sp. z o.o.;92;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4644(0-3,5,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2018-03-24 12:15
46;46444(0-3,5-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2018-03-24 12:15
46;464444;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SKIERNIEWICE;SN-SK;CA£A SN;2018-03-24 12:15
46;46446(0,1-3,5-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;464464;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SKIERNIEWICE;SN-SK;CA£A SN;2022-10-06 12:20
46;4646(0,1-3,5-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46464(0-3,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;;2018-10-12 12:15
46;464644;Debesis Sp. z o.o.;10138;SKIERNIEWICE;SN-SK;;2016-06-24 12:15
46;464645;P4 Sp. z o.o. (d. 3S S.A.);4408;SKIERNIEWICE;SN-SK;;2018-10-12 12:15
46;464646;P4 Sp. z o.o. (d. 3S S.A.);4408;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4680(0,6-9);Rezerwa techniczna;99992;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4680(2-5);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46801(0-1,4,8);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2018-09-06 12:15
46;46801(2,5);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46801(3,7);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2018-01-16 12:15
46;46801(6,9);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2018-09-06 12:15
46;4681(0,2);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4681(4,5);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46811(2,3);Netia S.A.;6;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468110;Polkomtel Sp. z o.o.;3;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468111;AlterTEL Sp. z o.o.;8614;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468114;LoVo Sp. z o.o. Spó³ka komandytowa;10664;SKIERNIEWICE;SN-SK;CA£A SN;2020-07-04 12:15
46;468115;ITV MEDIA Sp. z o.o.;5752;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468116;Flexcom Sp. z o.o.;11973;SKIERNIEWICE;SN-SK;CA£A SN;2022-02-19 12:15
46;468117;Naukowa i Akademicka Sieæ Komputerowa - Pañstwowy Instytut Badawczy;59;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468118;M3.NET Sp. z o.o.;10099;SKIERNIEWICE;SN-SK;CA£A SN;2016-08-26 12:15
46;468119;IPTELL Sp. z o.o.;7201;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46813(0,6);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46813(1-3,7,8);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468134;Telnyx Ireland Limited;13021;SKIERNIEWICE;SN-SK;CA£A SN;2022-03-01 12:15
46;468135;e-Telko Sp. z o.o.;11564;SKIERNIEWICE;SN-SK;CA£A SN;2017-04-19 12:15
46;468139;TOYA Sp. z o.o.;127;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46816(0,9);Netia S.A.;6;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46816(2,8);Vectra S.A.;5568;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468161;Softblue S.A.;12915;SKIERNIEWICE;SN-SK;CA£A SN;2021-01-15 12:15
46;468163;Netia S.A.;6;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468164;AMS SYSTEM Sp. z o.o.;7006;SKIERNIEWICE;SN-SK;CA£A SN;2017-12-02 12:15
46;468165;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2022-02-16 12:15
46;468166;Aiton Caldwell S.A.;8085;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468167;VARS Sp. z o.o.;3274;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46817(0,3-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46817(1,2);Vectra S.A.;5568;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46818(0,5-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46818(1-4);TK Telekom Sp. z o.o.;7;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46819(0,1-8);Netia S.A.;6;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468199;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2020-02-29 10:01
46;4682;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4683(1-3,7-8);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;46830(0,1-4,9);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46830(5-8);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46834(0-6,8-9);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;468347;Telkonekt Sp. z o.o.;9086;SKIERNIEWICE;SN-SK;CA£A SN;2016-12-21 12:15
46;46835(0-3,9);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;46835(5-7);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;;2015-10-31 12:15
46;468354;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;468358;Dialoga Servicios Interactivos S.A.;10930;SKIERNIEWICE;SN-SK;;2015-10-30 12:15
46;46836;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46839(0,3,5,7,9);TeleGo sp. z o.o.;9324;SKIERNIEWICE;SN-SK;CA£A SN;2015-09-25 12:15
46;46839(1,2,4,6,8);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4684(0,1-5,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46846(0,1-7,9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468468;EXATEL S.A.;18;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4685(0,1-3,9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4685(5-7);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46854(0-5,7-8);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;468546;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2018-05-01 12:15
46;468549;ATMAN Sp. z o.o.;944;SKIERNIEWICE;SN-SK;CA£A SN;2017-01-13 12:15
46;46858(0,1-3,9);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468584;DIDWW Ireland Limited;12132;SKIERNIEWICE;SN-SK;;2018-10-19 12:15
46;468585;FREELY Sp. z o.o.;13143;SKIERNIEWICE;SN-SK;;2022-03-11 12:15
46;468586;Galena Sp. z o.o.;66;SKIERNIEWICE;SN-SK;;2022-04-16 12:16
46;468587;ELART Sp. z o.o.;905;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468588;OXYLION S.A.;9891;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4686(0,6-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;4686(1-2);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;46863(0-7,9);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;468638;Citynet Sp. z o.o.;5308;SKIERNIEWICE;SN-SK;CA£A SN;2018-03-06 12:15
46;46864(0-2,4,9);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;46864(5-8);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468643;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2016-07-09 12:15
46;46865(1-5);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468650;Softblue S.A.;12915;SKIERNIEWICE;SN-SK;CA£A SN;2021-01-15 12:15
46;468656;Vectra S.A.;5568;SKIERNIEWICE;SN-SK;£owicz;2015-07-20 12:56
46;468657;Vectra S.A.;5568;SKIERNIEWICE;SN-SK;Skierniewice;2015-07-20 12:56
46;468658;Vectra S.A.;5568;SKIERNIEWICE;SN-SK;Sochaczew;2015-07-20 12:56
46;468659;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2020-12-01 12:15
46;4687(0,1-3,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46874;Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46875(0,3,4,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46875(1,2,5,6);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46876(0,1,3-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468762;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2021-09-08 12:15
46;4688(2-7,9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46880(1-3);T-MOBILE POLSKA S.A.;4;SKIERNIEWICE;SN-SK;CA£A SN;2018-04-11 12:15
46;46880(5,6);Aiton Caldwell S.A.;8085;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468800;EXATEL S.A.;18;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468804;Peoplefone Polska S.A.;7317;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468807;INTERKAM Sp. z o.o.;1012;SKIERNIEWICE;SN-SK;SN (w granicach woj. mazowieckiego);2020-02-01 12:15
46;468808;TARTEL Sp. z o.o.;7269;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468809;TIMPLUS B. Dudek, R. Walentowski spó³ka jawna;3110;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46881(1-5);T-MOBILE POLSKA S.A.;4;SKIERNIEWICE;SN-SK;CA£A SN;2018-04-11 12:15
46;46881(6-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468810;EXATEL S.A.;18;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46888(0,3,5-7);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2018-05-24 12:15
46;46888(4,8);Polkomtel Sp. z o.o.;3;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468881;VOXBONE SA;7575;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;468882;Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2016-09-06 12:15
46;468889;Telestrada S.A.;4078;SKIERNIEWICE;SN-SK;CA£A SN;2018-05-24 12:15
46;4689(0,1,3,6,8-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46892(0,6-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46892(1-5);Orange Polska S.A.;1;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46894(0,1-5);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46894(6-9);T-MOBILE POLSKA S.A.;4;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46895(0,7-9);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46895(1-6);T-MOBILE POLSKA S.A.;4;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;46897(0-6);Multimedia Polska Sp. z o.o.;180;SKIERNIEWICE;SN-SK;CA£A SN;2021-09-08 12:15
46;46897(7,8);Rezerwa Prezesa UKE;99990;SKIERNIEWICE;SN-SK;CA£A SN;2021-09-08 12:15
46;468979;Multimedia £owicz Sp. z o.o.;13178;SKIERNIEWICE;SN-SK;CA£A SN;2022-06-16 12:15
46;469(0,1-7);Rezerwa regulacyjna;99991;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
46;469(8,9);Rezerwa techniczna;99992;SKIERNIEWICE;SN-SK;CA£A SN;2015-07-20 12:56
48;48(2,4,5,7);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2015-07-20 12:56
48;481(0,1-8);Rezerwa regulacyjna;99991;RADOM;SN-RA;CA£A SN;2015-07-20 12:56
48;4819;Rezerwa techniczna;99992;RADOM;SN-RA;CA£A SN;2015-07-20 12:56
48;483(5,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4830(1,2,4,5,9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48300;Polkomtel Sp. z o.o.;3;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48303(4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2016-06-03 12:15
48;483030;P4 Sp. z o.o.;92;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483031;Flexcom Sp. z o.o.;11973;RADOM;SN-RA;;2022-02-19 12:15
48;483032;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2020-03-18 12:15
48;483033;Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2020-02-29 10:01
48;48306(1-3);T-MOBILE POLSKA S.A.;4;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48306(4-6,8-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2019-06-22 12:15
48;483060;EXATEL S.A.;18;RADOM;SN-RA;CA£A SN;2019-06-22 12:15
48;483067;SLICAN Sp. z o.o.;10012;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48307(1-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483070;P4 Sp. z o.o.;92;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48308(0,1,3-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483082;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4831(0,1,3-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48312(2,3);Polkomtel Sp. z o.o.;3;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48312(4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2022-11-16 12:50
48;483120;INEA Sp. z o o.;13009;RADOM;SN-RA;CA£A SN;2022-11-16 12:50
48;483121;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4832(3,4,7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2016-06-23 12:15
48;48320(0,1,3-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483202;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48321(0,1,2,7-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48321(3-6);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48322(0,4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2019-01-09 12:15
48;48322(1,2);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483223;Auranet Sp. z o.o.;12393;RADOM;SN-RA;CA£A SN;2019-01-09 12:15
48;48325(0-2,4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2016-06-23 12:15
48;483253;Polkomtel Sp. z o.o.;3;RADOM;SN-RA;;2016-06-23 12:15
48;48326(0,1-5);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48326(6-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;4833(6-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2016-06-23 12:15
48;48330(1-7);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2023-09-20 12:45
48;48330(8,9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483300;MEDIDESK Sp. z o.o.;12669;RADOM;SN-RA;CA£A SN;2023-09-20 12:45
48;48331;Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48332(0,1-5,9);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48332(6-8);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48333(0,1,2);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48333(5-8);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;CA£A SN;2018-05-24 12:15
48;483333;ENTER T&T Sp. z o.o.;10688;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483334;Polkomtel Sp. z o.o.;3;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;483339;Telestrada S.A.;4078;RADOM;SN-RA;CA£A SN;2018-05-24 12:15
48;48334(0,1-4);Orange Polska S.A.;1;RADOM;SN-RA;CA£A SN;2015-07-20 12:57
48;48334(5-9);TeleGo sp. z o.o.;9324;RADOM;SN-RA;CA£A SN;2015-09-25 12:15
48;48335(0-2,4-9);Rezerwa Prezesa UKE;99990;RADOM;SN-RA;;2016-06-23 12:15
